turn_id,text,label_failure,outcome_type,source,conversation_id
synthetic-361-120,Wrong again. Wrong again. Wrong again. Fix it immediately!!! Again: Wrong again. Wrong again. Wrong again. Fix it immediately!!!,1,repeated_correction,synthetic,conv-361
synthetic-339-98,Stop ignoring me!!! I already told you three times!!! Again: Stop ignoring me!!! I already told you three times!!!,1,repeated_correction,synthetic,conv-339
synthetic-436-15,"Quick question: Great, the new password reset flow makes sense to me now.",0,none,synthetic,conv-436
synthetic-353-112,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-353
synthetic-544-123,"Hi, That worked perfectly, appreciate your help today.",0,none,synthetic,conv-544
synthetic-485-64,I would like to change my shipping address on order 4421. Thank you.,0,none,synthetic,conv-485
synthetic-378-137,!!! Wrong again. Wrong again. Wrong again. Fix it immediately!!! !!!,1,repeated_correction,synthetic,conv-378
synthetic-314-73,Stop ignoring me!!! I already told you three times!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-314
synthetic-250-9,"!!! Terrible awful useless response, I am abandoning this chat !!!",1,repeated_correction,synthetic,conv-250
synthetic-415-174,Wrong again. Wrong again. Wrong again. Fix it immediately!!! Again: Wrong again. Wrong again. Wrong again. Fix it immediately!!!,1,repeated_correction,synthetic,conv-415
public-227-106,Could you walk me through the refund process step by step?,0,none,public,conv-227
synthetic-302-61,!!! Wrong again. Wrong again. Wrong again. Fix it immediately!!! !!!,1,repeated_correction,synthetic,conv-302
public-96-95,Wrong again. Wrong again. Wrong again. Fix it immediately!!!,1,escalation,public,conv-96
public-18-17,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!!,1,escalation,public,conv-18
synthetic-459-38,"Great, the new password reset flow makes sense to me now. Thank you.",0,none,synthetic,conv-459
synthetic-503-82,"Hi, Please help me understand my account balance for March.",0,none,synthetic,conv-503
synthetic-488-67,Quick question: I would like to change my shipping address on order 4421.,0,none,synthetic,conv-488
synthetic-247-6,"I am so angry and frustrated, this is the worst experience ever Again: I am so angry and frustrated, this is the worst experience ever",1,repeated_correction,synthetic,conv-247
synthetic-569-148,I would like to change my shipping address on order 4421. Thank you.,0,none,synthetic,conv-569
synthetic-501-80,Quick question: Could you walk me through the refund process step by step?,0,none,synthetic,conv-501
synthetic-417-176,"!!! I am so angry and frustrated, this is the worst experience ever !!!",1,repeated_correction,synthetic,conv-417
synthetic-248-7,Stop ignoring me!!! I already told you three times!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-248
public-88-87,"I am so angry and frustrated, this is the worst experience ever",1,escalation,public,conv-88
public-196-75,"That worked perfectly, appreciate your help today.",0,none,public,conv-196
synthetic-530-109,Please help me understand my account balance for March. Thank you.,0,none,synthetic,conv-530
public-11-10,"Terrible awful useless response, I am abandoning this chat",1,escalation,public,conv-11
synthetic-570-149,"No further action needed from my side, all good here. Thank you.",0,none,synthetic,conv-570
synthetic-283-42,Wrong again. Wrong again. Wrong again. Fix it immediately!!! Again: Wrong again. Wrong again. Wrong again. Fix it immediately!!!,1,repeated_correction,synthetic,conv-283
synthetic-287-46,"I am so angry and frustrated, this is the worst experience ever Again: I am so angry and frustrated, this is the worst experience ever",1,repeated_correction,synthetic,conv-287
synthetic-349-108,"Terrible awful useless response, I am abandoning this chat I need a supervisor immediately.",1,repeated_correction,synthetic,conv-349
synthetic-265-24,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-265
synthetic-364-123,THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!! Again: THIS IS UNACCEPTABLE!!! I keep repeating myself and nobody listens!!!,1,repeated_correction,synthetic,conv-364
public-218-97,I would like to change my shipping address on order 4421.,0,none,public,conv-218
synthetic-500-79,Quick question: Please help me understand my account balance for March.,0,none,synthetic,conv-500
public-187-66,"No further action needed from my side, all good here.",0,none,public,conv-187
synthetic-333-92,"Terrible awful useless response, I am abandoning this chat I need a supervisor immediately.",1,repeated_correction,synthetic,conv-333
synthetic-507-86,"Quick question: Thanks for the update, that answers my question.",0,none,synthetic,conv-507
public-30-29,Stop ignoring me!!! I already told you three times!!!,1,escalation,public,conv-30
synthetic-345-104,ESCALATE ESCALATE ESCALATE this is ridiculous!!! I need a supervisor immediately.,1,repeated_correction,synthetic,conv-345
synthetic-389-148,"I am so angry and frustrated, this is the worst experience ever Again: I am so angry and frustrated, this is the worst experience ever",1,repeated_correction,synthetic,conv-389
